ID,CLASS
5024598,1
5024599,0
5024600,0
5024604,0
5024605,0
5024607,1
5024608,0
5024609,0
5024610,0
5024611,1
5024612,0
5024613,0
5024614,0
5024615,0
5024616,1
5024619,0
5024620,0
5024621,0
5024622,1
5024623,1
5024626,1
5024627,1
5024628,0
5024629,0
5024630,0
5024631,0
5024632,0
5024633,0
5024634,0
5024635,1
5024636,0
5024637,0
5024638,0
5024639,1
5024640,0
5024641,1
5024642,1
5024643,1
5024644,1
5024645,0
5024646,1
5024652,0
5024655,0
5024656,1
5024657,0
5024658,0
5024659,0
5024660,0
5024661,0
5024662,1
5024663,0
5024664,0
5024665,0
5024666,0
5024667,0
5024668,0
5024669,0
5024670,0
5024671,1
5024672,0
5024674,0
5024675,0
5024676,1
5024677,1
5024678,0
5024679,0
5024680,0
5024681,0
5024682,0
5024685,1
5024686,1
5024687,1
5024688,0
5024689,1
5024690,1
5024691,1
5024692,1
5024693,1
5024694,0
5024695,0
5024696,0
5024697,0
5024698,0
5024701,1
5024702,1
5024703,1
5024705,0
5024706,0
5024707,0
5024708,0
5024710,0
5024711,1
5024713,0
5024714,0
5024716,0
5024717,1
5024718,1
5024719,1
5024720,1
5024724,0
5024725,0
5024726,1
5024727,1
5024728,1
5024732,1
5024734,0
5024735,1
5024737,0
5024738,1
5024739,1
5024740,1
5024741,0
5024742,0
5024744,1
5024745,0
5024746,0
5024747,1
5024748,1
5024749,0
5024751,0
5024752,0
5024753,1
5024754,0
5024759,1
5024760,1
5024761,0
5024762,0
5024763,0
5024764,0
5024765,1
5024766,0
5024767,1
5024768,0
5024769,1
5024770,1
5024771,0
5024772,1
5024773,0
5024775,0
5024777,0
5024778,1
5024781,1
5024782,1
5024783,0
5024784,1
5024785,0
5024786,0
5024787,0
5024788,1
5024789,1
5024790,1
5024791,1
5024792,0
5024793,0
5024794,1
5024795,1
5024796,1
5024797,1
5024798,1
5024800,0
5024801,1
5024802,1
5024803,1
5024804,0
5024805,0
5024806,0
5024807,0
5024808,0
5024809,1
5024810,0
5024811,1
5024812,0
5024813,1
5024814,1
5024815,0
5024816,1
5024817,0
5024818,0
5024819,0
5024820,0
5024821,1
5024822,1
5024823,0
5024824,0
5024825,1
5024826,0
5024827,1
5024828,0
5024829,0
5024830,0
5024831,0
5024832,0
5024833,0
5024834,1
5024836,1
5024837,1
5024838,1
5024839,1
5024840,0
5024841,0
5024842,0
5024843,1
5024845,1
5024846,1
5024847,1
5024848,0
5024849,1
5024850,1
5024851,0
5024852,1
5024853,0
5024854,0
5024856,0
5024857,0
5024859,1
5024860,1
5024862,0
5024865,0
5024866,0
5024868,1
5024870,1
5024872,0
5024873,0
5024874,1
5024875,0
5024876,1
5024877,0
5024878,0
5024881,1
5024883,0
5024884,1
5024885,0
5024887,1
5024888,1
5024889,0
5024890,1
5024891,0
5024892,0
5024893,1
5024894,0
5024895,1
5024896,1
5024897,0
5024898,1
5024899,0
5024900,1
5024903,0
5024905,1
5024906,0
5024907,1
5024908,0
5024909,0
5024910,0
5024911,1
5024912,0
5024914,1
5024915,1
5024916,0
5024917,0
5024918,0
5024920,0
5024922,0
5024923,0
5024925,0
5024926,0
5024927,0
5024930,0
5024934,0
5024936,0
5024937,1
5024938,0
5024939,0
5024943,1
5024944,1
5024945,1
5024946,0
5024947,0
5024948,1
5024950,0
5024951,0
5024952,1
5024953,0
5024955,0
5024957,0
5024958,0
5024959,0
5024961,1
5024963,1
5024964,1
5024966,1
5024968,0
5024969,0
5024970,0
5024971,1
5024974,0
5024975,0
5024976,0
5024977,1
5024978,0
5024979,0
5024980,0
5024981,1
5024983,0
5024984,0
5024987,1
5024988,1
5024989,0
5024991,1
5024992,0
5024994,0
5024999,1
5025000,0
5025001,0
5025002,1
5025003,0
5025005,0
5025006,0
5025008,1
5025009,0
5025010,1
5025011,0
5025012,0
5025013,0
5025014,0
5025015,0
5025016,1
5025017,1
5025018,0
5025019,1
5025020,0
5025021,1
5025023,0
5025025,1
5025026,0
5025027,1
5025028,1
5025029,0
5025030,1
5025032,0
5025034,0
5025035,0
5025036,0
5025038,0
5025039,1
5025040,0
5025043,1
5025044,0
5025045,0
5025046,0
5025047,0
5025048,0
5025049,0
5025051,0
5025054,0
5025055,0
5025056,0
5025058,0
5025059,1
5025060,1
5025061,0
5025062,0
5025063,1
5025064,0
5025066,0
5025067,0
5025069,1
5025073,0
5025074,0
5025075,0
5025077,1
5025078,1
5025080,1
5025081,0
5025082,0
5025084,1
5025086,0
5025087,0
5025088,0
5025089,0
5025091,0
5025092,0
5025093,0
5025094,1
5025095,0
5025097,1
5025098,0
5025100,1
5025101,0
5025102,0
5025103,1
5025104,0
5025106,0
5025107,0
5025109,0
5025110,0
5025112,0
5025114,0
5025115,1
5025117,0
5025118,0
5025119,1
5025120,0
5025121,0
5025123,0
5025124,0
5025125,0
5025126,1
5025127,0
5025128,0
5025130,0
5025131,1
5025132,0
5025133,0
5025135,1
5025137,0
5025138,0
5025140,0
5025141,0
5025142,1
5025143,1
5025144,1
5025145,1
5025146,1
5025148,0
5025149,1
5025150,0
5025151,1
5025153,0
5025154,0
5025155,0
5025156,1
5025157,0
5025158,0
5025160,1
5025161,0
5025163,1
5025164,1
5025167,0
5025168,1
5025170,0
5025171,0
5025172,1
5025173,0
5025175,1
5025177,1
5025179,1
5025180,0
5025181,0
5025182,0
5025184,0
5025185,1
5025188,0
5025189,0
5025190,0
5025192,0
5025193,0
5025194,1
5025195,1
5025196,0
5025199,0
5025200,0
5025201,0
5025203,0
5025204,1
5025207,1
5025209,0
5025210,1
5025212,0
5025213,0
5025215,1
5025216,1
5025217,0
5025219,0
5025220,1
5025222,0
5025223,0
5025224,1
5025225,1
5025227,1
5025228,0
5025229,0
5025230,0
5025231,1
5025232,1
5025233,1
5025234,1
5025237,1
5025238,0
5025239,0
5025240,0
5025242,1
5025243,1
5025245,1
5025246,0
5025247,1
5025248,0
5025251,0
5025252,0
5025253,1
5025254,1
5025255,1
5025257,0
5025258,1
5025260,1
5025658,1
5025659,1
5025660,1
5025661,1
5025662,1
5025663,1
5025664,1
5025665,1
5025666,1
5025671,1
5025672,1
5025673,1
5025674,1
5025681,1
5025682,0
5025683,0
5025711,0
5025712,0
5025719,1
5025720,1
5025722,0
5025737,0
5025738,0
5025739,0
5025740,0
5025741,0
5025748,0
5025749,0
5025755,1
5025758,0
5025759,0
5025760,0
5025761,0
5025762,0
5025780,0
5025781,0
5025783,0
5025784,0
5025785,0
5025786,0
5025787,0
5025788,0
5025791,0
5025792,0
5025793,0
5025812,0
5025813,0
5025814,0
5025818,0
5025819,0
5025820,0
5025821,0
5025824,0
5025825,0
5025826,0
5025827,0
5025828,0
5025829,0
5025830,0
5025831,0
5025832,0
5025833,0
5025843,0
5025846,0
5025847,0
5025848,0
5025850,0
5025866,0
5025867,0
5025868,0
5025870,0
5025871,0
5025875,0
5025876,0
5025877,0
5025878,0
5025879,0
5025880,0
5025886,0
5025887,0
5025888,0
5025889,0
5025890,0
5025891,0
5025920,0
5025921,0
5025926,0
5025927,0
5025928,0
5025929,0
5025931,0
5025932,0
5025933,0
5025934,0
5025935,0
5025936,0
5025937,0
5025938,0
5025942,0
5025944,0
5025948,0
5025949,0
5025950,0
5025951,0
5025952,0
5025953,0
5025954,0
5025955,0
5025958,0
5025959,0
5025960,0
5025961,0
5025962,0
5025963,0
5025969,0
5025970,0
5025971,0
5025972,0
5025973,0
5025974,0
5025977,0
5025978,0
5025981,0
5025995,0
5025996,0
5025999,0
5026007,0
5026012,0
5026013,0
5026014,0
5026015,0
5026018,0
5026019,0
5026020,0
5026021,0
5026023,1
5026032,0
5026033,0
5026034,0
5026035,0
5026036,0
5026037,0
5026038,0
5026053,1
5026054,1
5026055,1
5026086,0
5026087,0
5026088,0
5026089,0
5026090,0
5026091,0
5026093,0
5026094,0
5026095,0
5026096,0
5026097,0
5026101,0
5026113,0
5026118,0
5026119,1
5026120,1
5026121,0
5026122,1
5026123,0
5026124,0
5026125,1
5026126,0
5026127,0
5026128,0
5026129,0
5026132,0
5026133,0
5026134,0
5026137,0
5026143,0
5026144,0
5026145,0
5026146,0
5026147,0
5026148,0
5026149,0
5026150,0
5026151,0
5026152,0
5026153,0
5026154,0
5026155,0
5026156,0
5026158,0
5026159,0
5026160,0
5026161,0
5026162,0
5026163,0
5026164,0
5026165,0
5026166,0
5026167,0
5026168,0
5026169,0
5026170,0
5026171,0
5026172,0
5026173,0
5026175,0
5026176,0
5026177,0
5026178,0
5026179,0
5026180,0
5026181,0
5026188,0
5026189,0
5026190,0
5026191,0
5026193,0
5026194,0
5026195,0
5026199,0
5026200,0
5026201,0
5026207,0
5026208,0
5026209,0
5026213,1
5026214,1
5026215,1
5026216,1
5026217,1
5026219,1
5026220,1
5026224,0
5026225,0
5026226,0
5026231,0
5026232,0
5026233,0
5026234,0
5026235,0
5026236,0
5026237,0
5026238,0
5026243,0
5026244,0
5026245,0
5026246,0
5026247,0
5026248,0
5026249,0
5026251,0
5026252,0
5026253,0
5026273,0
5026274,0
5026275,0
5026276,0
5026297,0
5026309,0
5026314,0
5026335,0
5026364,0
5026365,0
5026366,0
5026367,0
5026368,0
5026369,0
5026370,0
5026371,0
5026373,0
5026374,0
5026376,0
5026377,0
5026378,0
5026379,0
5026382,0
5026383,0
5026384,0
5026389,0
5026390,0
5026393,0
5026394,0
5026406,0
5026408,0
5026418,0
5026419,0
5026420,0
5026421,0
5026425,0
5026426,0
5026427,0
5026428,0
5026429,0
5026430,0
5026431,0
5026432,0
5026452,0
5026453,0
5026454,0
5026455,0
5026457,0
5026463,0
5026464,0
5026465,0
5026466,0
5026467,0
5026468,0
5026469,0
5026470,0
5026471,0
5026472,0
5026473,0
5026474,1
5026475,1
5026477,1
5026478,1
5026488,0
5026489,0
5026490,0
5026491,0
5026492,0
5026493,0
5026494,0
5026496,0
5026497,0
5026498,0
5026500,0
5026501,0
5026502,0
5026507,0
5026508,0
5026510,0
5026511,0
5026512,0
5026513,0
5026514,0
5026515,0
5026516,0
5026524,0
5026525,0
5026526,0
5026527,0
5026528,0
5026529,0
5026533,0
5026534,0
5026535,0
5026536,0
5026537,0
5026538,0
5026539,0
5026540,0
5026542,1
5026543,1
5026544,1
5026545,0
5026546,0
5026547,0
5026548,0
5026550,0
5026551,0
5026552,0
5026553,0
5026555,0
5026556,0
5026557,0
5026558,0
5026559,0
5026560,0
5026574,0
5026575,0
5026576,0
5026577,0
5026578,0
5026579,0
5026580,0
5026581,0
5026582,0
5026583,0
5026584,0
5026586,0
5026587,0
5026588,0
5026609,0
5026610,0
5026611,0
5026612,0
5026613,0
5026614,0
5026616,0
5026617,0
5026618,0
5026619,0
5026620,0
5026621,0
5026622,0
5026625,0
5026626,0
5026628,0
5026629,0
5026630,0
5026631,0
5026632,0
5026633,0
5026634,0
5026638,0
5026642,0
5026643,0
5026644,0
5026645,0
5026647,0
5026653,0
5026654,0
5026688,0
5026689,0
5026690,0
5026691,0
5026692,0
5026693,0
5026694,0
5026695,0
5026696,0
5026706,0
5026707,0
5026708,0
5026711,1
5026712,1
5026713,1
5026714,1
5026715,1
5026720,0
5026722,0
5026723,0
5026728,0
5026732,0
5026739,0
5026740,0
5026741,0
5026742,0
5026743,0
5026744,0
5026745,0
5028237,0
5028238,0
5028239,0
5028240,0
5028241,1
5028242,0
5028243,0
5028245,0
5028248,0
5028249,0
5028250,1
5028251,0
5028252,0
5028253,0
5028254,0
5028255,1
5028256,0
5028257,0
5028259,0
5028260,0
5028261,1
5028263,1
5028265,0
5028266,0
5028267,0
5028268,1
5028269,0
5028270,1
5028271,0
5028272,0
5028274,0
5028275,0
5028276,0
5028277,0
5028280,0
5028281,0
5028282,1
5028283,1
5028285,0
5028286,0
5028287,0
5028288,1
5028289,0
5028290,1
5028291,0
5028292,1
5028293,0
5028294,1
5028296,0
5028300,0
5028301,0
5028302,0
5028303,0
5028304,0
5028305,0
5028307,0
5028308,0
5028309,0
5028310,0
5028311,0
5028312,1
5028313,0
5028314,0
5028315,0
5028316,1
5028318,0
5028321,0
5028322,0
5028323,0
5028324,0
5028325,0
5028326,1
5028327,0
5028329,0
5028330,0
5028331,0
5028333,0
5028334,0
5028335,0
5028337,0
5028338,0
5028341,0
5028342,1
5028343,1
5028346,0
5028348,0
5028349,0
5028350,0
5028351,0
5028354,0
5028355,0
5028356,1
5028357,1
5028358,0
5028359,1
5028360,0
5028362,1
5028363,1
5028365,1
5028366,0
5028367,0
5028371,1
5028373,1
5028374,0
5028375,1
5028376,1
5028377,1
5028378,0
5028379,0
5028380,0
5028381,1
5028382,1
5028383,0
5028384,0
5028385,0
5028386,0
5028387,1
5028388,1
5028389,1
5028391,0
5028392,1
5028393,0
5028394,1
5028395,0
5028401,0
5028402,0
5028403,1
5028404,1
5028405,1
5028407,0
5028408,0
5028409,0
5028410,0
5028411,0
5028412,0
5028413,1
5028414,0
5028415,1
5028416,0
5028417,0
5028418,1
5028420,0
5028421,0
5028422,0
5028423,0
5028424,0
5028425,0
5028426,0
5028427,0
5028428,0
5028429,0
5028431,0
5028432,0
5028433,0
5028434,0
5028435,0
5028436,0
5028437,0
5028438,0
5028439,1
5028440,0
5028441,0
5028442,1
5028443,0
5028444,1
5028445,1
5028446,1
5028447,1
5028448,1
5028449,1
5028450,0
5028451,1
5028452,0
5028453,0
5028454,1
5028455,1
5028456,1
5028457,1
5028458,0
5028459,1
5028460,0
5028462,0
5028463,1
5028464,0
5028465,1
5028466,0
5028467,0
5028468,0
5028469,0
5028470,0
5028471,0
5028475,0
5028476,1
5028477,0
5028478,0
5028479,0
5028480,0
5028483,1
5028484,1
5028486,1
5028487,1
5028488,1
5028489,1
5028494,0
5028495,0
5028496,0
5028497,0
5028498,1
5028499,0
5028500,0
5028501,1
5028502,0
5028503,0
5028504,1
5028505,0
5028506,1
5028507,0
5028510,0
5028514,1
5028515,0
5028516,1
5028517,1
5028518,1
5028519,0
5028520,1
5028521,0
5028522,1
5028524,1
5028525,1
5028526,1
5028527,0
5028529,1
5028530,0
5028531,1
5028532,0
5028533,1
5028534,0
5028536,0
5028537,0
5028541,0
5028542,1
5028543,0
5028544,0
5028545,0
5028546,0
5028547,0
5028548,0
5028549,0
5028550,0
5028551,1
5028552,1
5028553,1
5028554,1
5028555,1
5028556,1
5028557,1
5028558,0
5028559,1
5028560,1
5028561,1
5028562,0
5028563,1
5028564,1
5028565,0
5028567,1
5028568,1
5028569,0
5028572,0
5028573,0
5028574,1
5028575,1
5028576,0
5028577,0
5028578,1
5028580,0
5028581,0
5028582,1
5028590,1
5028591,0
5028592,0
5028594,0
5028595,0
5028598,0
5028599,0
5028600,0
5028601,0
5028602,0
5028604,0
5028605,0
5028606,0
5028607,0
5028608,0
5028610,0
5028611,0
5028612,1
5028614,0
5028615,1
5028616,0
5028617,0
5028621,1
5028622,0
5028623,0
5028624,0
5028625,0
5028626,0
5028627,1
5028628,0
5028629,0
5028630,1
5028631,1
5028632,0
5028634,0
5028635,0
5028636,0
5028637,0
5028638,0
5028639,0
5028640,0
5028641,0
5028642,0
5028643,1
5028644,0
5028645,0
5028646,1
5028650,0
5028652,0
5028654,1
5028655,0
5028658,0
5028659,0
5028660,0
5028661,0
5028662,0
5028669,0
5028673,0
5028674,1
5028675,1
5028676,1
5028682,0
5028683,0
5028684,0
5028685,0
5028686,0
5028687,0
5028688,0
5028689,0
5028691,0
5028692,0
5028693,0
5028694,0
5028695,0
5028696,0
5028697,0
5028698,0
5028699,1
5028700,1
5028701,0
5028702,0
5028703,1
5028704,0
5028705,1
5028706,0
5028707,0
5028709,0
5028710,1
5028712,0
5028713,1
5028714,0
5028715,0
5028716,0
5028717,0
5028720,1
5028722,0
5028723,1
5028724,0
5028725,0
5028726,1
5028727,0
5028728,0
5028729,0
5028730,0
5028731,0
5028732,1
5028733,1
5028735,1
5028736,0
5028737,0
5028738,1
5028739,1
5028740,0
5028741,0
5028742,0
5028743,0
5028744,0
5028745,0
5028746,0
5028747,0
5028748,1
5028749,0
5028750,0
5028751,0
5028755,1
5028756,0
5028757,0
5028759,0
5028761,1
5028762,0
5028764,1
5028767,1
5028768,0
5028769,0
5028770,0
5028771,0
5028772,0
5028773,1
5028775,0
5028776,0
5028777,0
5028778,0
5028779,0
5028780,0
5028781,0
5028782,0
5028783,0
5028784,0
5028785,0
5028786,0
5028787,0
5028788,0
5028789,0
5028790,0
5028791,0
5028792,1
5028793,0
5028794,1
5028795,1
5028796,1
5028797,1
5028798,0
5028799,1
5028800,1
5028801,0
5028802,0
5028803,0
5028804,1
5028805,0
5028806,0
5028807,1
5028808,0
5028809,1
5028810,0
5028811,0
5028812,0
5028813,0
5028814,0
5028815,0
5028816,0
5028817,0
5028818,1
5028819,0
5028820,1
5028821,0
5028823,0
5028824,0
5028825,0
5028827,0
5028828,0
5028830,0
5028831,0
5028832,1
5028833,0
5028834,1
5028835,1
5028836,0
5028837,1
5028838,1
5028842,0
5028844,0
5028846,1
5028847,1
5028848,0
5028849,0
5028850,1
5028851,1
5028852,1
5028853,1
5028854,0
5028855,1
5028858,1
5028861,0
5028862,0
5028863,1
5028864,0
5028865,1
5028866,0
5028867,0
5028868,0
5028869,0
5028872,0
5028873,1
5028874,0
5028875,0
5028876,0
5028877,0
5028878,0
5028879,0
5028880,0
5028881,0
5028882,0
5028883,1
5028884,0
5028885,0
5028886,0
5028887,0
5028888,0
5028889,1
5028890,0
5028891,1
5028892,1
5028893,1
5028894,0
5028895,1
5028896,0
5028898,1
5028899,1
5028900,1
5028901,1
5028902,1
5028903,0
5028904,1
5028905,1
5028906,1
5028907,1
5028908,1
5028909,1
5028911,0
5028912,1
5028916,1
5028917,0
5028918,1
5028919,0
5028920,0
5028921,1
5028922,0
5028923,0
5028924,0
5028925,1
5028926,1
5028927,1
5028928,0
5028929,1
5028930,1
5028931,1
5028932,1
5028933,0
5028934,0
5028940,0
5028941,0
5028942,1
5028944,0
5028945,0
5028946,0
5028947,1
5028948,0
5028949,0
5028950,0
5028951,0
5028952,0
5028953,1
5028954,1
5028955,0
5028956,0
5028957,0
5028963,1
5028964,1
5028965,1
5028966,0
5028967,1
5028968,0
5028969,0
5028971,1
5028972,0
5028973,1
5028974,1
5028975,0
5028976,1
5028977,1
5028978,0
5028979,1
5028980,0
5028981,0
5028982,1
5028983,1
5028984,1
5028986,1
5028987,0
5028988,1
5028989,0
5028990,0
5028991,0
5028992,0
5028993,1
5028995,0
5028996,0
5028997,0
5028998,0
5028999,0
5029000,0
5029001,0
5029005,0
5029006,0
5029008,0
5029009,1
5029010,1
5029013,0
5029014,0
5029015,0
5029016,1
5029017,1
5029018,1
5029019,0
5029024,0
5029025,1
5029026,1
5029028,0
5029031,1
5029032,0
5029033,0
5029034,0
5029035,0
5029036,0
5029037,0
5029038,1
5029039,0
5029040,1
5029041,0
5029042,0
5029043,0
5029044,1
5029045,0
5029046,1
5029047,0
5029048,1
5029049,1
5029051,1
5029052,1
5029053,1
5029054,0
5029056,1
5029057,1
5029058,0
5029059,1
5029060,1
5029061,1
5029062,1
5029063,1
5029064,0
5029066,0
5029068,0
5029069,1
5029071,0
5029072,1
5029073,0
5029074,0
5029075,0
5029076,0
5029077,0
5029078,1
5029079,0
5029080,0
5029081,1
5029082,1
5029083,0
5029085,0
5029086,0
5029087,0
5029088,0
5029089,0
5029090,0
5029091,0
5029095,0
5029096,0
5029097,1
5029098,1
5029099,1
5029100,1
5029101,1
5029102,1
5029103,1
5029105,0
5029106,1
5029107,0
5029108,0
5029109,0
5029110,0
5029111,1
5029112,1
5029113,1
5029114,1
5029116,1
5029117,1
5029118,0
5029119,0
5029120,0
5029121,1
5029122,0
5029124,1
5029125,0
5029127,1
5029128,1
5029129,1
5029130,1
5029131,0
5029132,0
5029133,0
5029134,0
5029135,0
5029136,0
5029137,0
5029138,0
5029139,1
5029141,0
5029142,0
5029144,0
5029149,0
5029151,0
5029152,0
5029154,0
5029157,0
5029158,1
5029159,0
5029161,0
5029162,1
5029163,0
5029165,0
5029166,0
5029168,1
5029169,1
5029171,0
5029172,0
5029173,0
5029175,0
5029176,1
5029177,0
5029178,0
5029180,0
5029181,1
5029182,0
5029183,1
5029184,1
5029186,0
5029187,0
5029188,1
5029189,0
5029190,0
5029191,1
5029193,1
5029194,0
5029195,0
5029196,0
5029198,0
5029199,0
5029200,0
5029203,0
5029204,0
5029205,0
5029207,0
5029208,0
5029209,0
5029210,0
5029211,0
5029212,1
5029213,0
5029214,1
5029216,0
5029220,1
5029222,0
5029223,0
5029225,0
5029226,1
5029227,0
5029228,0
5029230,0
5029231,0
5029232,0
5029233,0
5029234,0
5029235,0
5029236,1
5029237,0
5029238,1
5029239,0
5029240,1
5029243,1
5029244,0
5029245,0
5029247,1
5029248,1
5029249,0
5029251,0
5029252,0
5029253,1
5029254,0
5029255,1
5029256,0
5029257,1
5029258,0
5029259,1
5029260,1
5029261,1
5029262,1
5029263,0
5029264,0
5029265,0
5029266,1
5029267,1
5029268,1
5029269,1
5029270,1
5029271,0
5029272,1
5029273,0
5029274,0
5029275,1
5029276,0
5029277,0
5029278,0
5029279,0
5029280,1
5029281,1
5029282,1
5029283,1
5029284,1
5029285,1
5029286,1
5029287,1
5029288,1
5029291,1
5029293,1
5029294,0
5029295,0
5029296,0
5029297,1
5029298,0
5029299,0
5029300,1
5029304,1
5029305,0
5029306,0
5029308,0
5029309,1
5029311,0
5029312,0
5029313,0
5029314,1
5029315,0
5029316,1
5029317,0
5029318,0
5029319,0
5029320,0
5029321,0
5029322,0
5029323,0
5029324,0
5029327,1
5029328,1
5029329,1
5029330,1
5029331,0
5029333,0
5029335,1
5029336,0
5029338,0
5029342,1
5029343,1
5029344,0
5029345,0
5029346,0
5029347,0
5029348,0
5029349,0
5029350,0
5029351,0
5029352,0
5029353,0
5029354,0
5029356,0
5029357,1
5029358,1
5029359,1
5029360,1
5029361,1
5029362,1
5029363,1
5029364,1
5029365,0
5029366,0
5029367,0
5029368,0
5029369,0
5029370,0
5029373,1
5029374,1
5029376,1
5029377,0
5029378,0
5029379,0
5029380,0
5029381,1
5029382,1
5029383,0
5029384,0
5029385,0
5029386,1
5029387,1
5029388,0
5029389,0
5029390,0
5029393,0
5029394,0
5029397,0
5029398,0
5029400,1
5029401,1
5029402,0
5029404,0
5029405,0
5029406,0
5029407,1
5029408,1
5029409,0
5029410,1
5029411,1
5029412,0
5029413,0
5029414,0
5029415,0
5029416,0
5029417,1
5029418,0
5029419,0
5029420,1
5029421,1
5029422,0
5029423,0
5029424,0
5029425,0
5029427,0
5029428,1
5029429,0
5029430,0
5029431,0
5029432,0
5029433,1
5029435,0
5029436,1
5029437,0
5029438,1
5029439,1
5029440,0
5029441,0
5029442,1
5029443,0
5029447,0
5029448,0
5029449,0
5029450,0
5029451,0
5029452,1
5029453,1
5029456,0
5029457,0
5029458,1
5029459,0
5029460,0
5029461,1
5029462,0
5029463,0
5029464,0
5029465,0
5029466,0
5029467,0
5029470,0
5029471,0
5029472,1
5029473,0
5029474,0
5029476,0
5029477,0
5029478,0
5029479,0
5029480,0
5029481,0
5029485,1
5029487,1
5029488,0
5029489,0
5029490,1
5029491,1
5029492,1
5029493,0
5029496,1
5029498,1
5029499,1
5029500,0
5029501,0
5029502,1
5029503,0
5029504,1
5029505,0
5029506,0
5029507,0
5029511,0
5029512,0
5029513,0
5029514,0
5029516,0
5029517,0
5029518,0
5029519,0
5029521,0
5029522,0
5029528,1
5029529,0
5029531,0
5029532,1
5029533,0
5029534,0
5029535,0
5029536,0
5029537,0
5029538,0
5029539,0
5029540,0
5029541,0
5029542,0
5029543,0
5029544,0
5029545,0
5029546,1
5029549,1
5029550,1
5029551,1
5029552,1
5029554,0
5029555,0
5029556,0
5029557,1
5029558,0
5029559,1
5029560,0
5029561,0
5029562,0
5029565,1
5029566,1
5029567,0
5029568,0
5029572,1
5029574,0
5029575,0
5029576,0
5029577,0
5029578,0
5029579,0
5029580,0
5029581,0
5029582,0
5029583,0
5029584,0
5029587,0
5029588,0
5029589,0
5029590,0
5029591,0
5029592,0
5029593,0
5029594,0
5029595,0
5029596,0
5029597,0
5029598,1
5029599,1
5029601,1
5029602,1
5029603,1
5029604,0
5029605,0
5029607,1
5029608,1
5029610,1
5029611,1
5029613,0
5029614,0
5029616,0
5029617,0
5029618,0
5029619,0
5029620,1
5029621,0
5029622,1
5029623,0
5029624,0
5029625,0
5029626,0
5029627,0
5029628,0
5029629,1
5029630,0
5029631,0
5029632,0
5029633,1
5029634,1
5029636,1
5029637,1
5029638,0
5029639,0
5029640,0
5029641,0
5029642,0
5029643,0
5029645,0
5029647,0
5029648,1
5029649,0
5029650,0
5029651,0
5029652,1
5029653,0
5029654,0
5029655,1
5029656,0
5029657,0
5029658,0
5029659,1
5029660,0
5029661,1
5029662,1
5029663,0
5029664,0
5029665,1
5029666,0
5029667,1
5029668,0
5029669,0
5029670,0
5029671,0
5029673,1
5029674,1
5029675,0
5029676,0
5029679,1
5029680,1
5029681,1
5029682,0
5029683,0
5029684,1
5029687,0
5029688,0
5029689,1
5029690,0
5029691,0
5029692,0
5029693,1
5029698,0
5029699,0
5029701,0
5029705,1
5029706,0
5029707,1
5029708,1
5029709,1
5029710,1
5029711,0
5029713,1
5029714,0
5029718,0
5029719,0
5029720,1
5029721,1
5029722,1
5029723,0
5029724,1
5029725,1
5029726,0
5029727,1
5029728,0
5029729,1
5029731,0
5029732,1
5029733,0
5029734,1
5029735,1
5029737,1
5029738,1
5029740,1
5029741,1
5029742,1
5029743,0
5029744,0
5029745,0
5029746,0
5029747,0
5029748,0
5029749,0
5029750,0
5029751,0
5029752,0
5029759,0
5029760,0
5029762,0
5029764,0
5029767,1
5029768,0
5029769,0
5029770,0
5029771,0
5029772,1
5029775,1
5029776,0
5029777,0
5029778,0
5029779,1
5029780,1
5029781,0
5029782,0
5029783,0
5029784,0
5029785,1
5029786,1
5029787,0
5029788,0
5029789,1
5029794,1
5029795,1
5029796,1
5029798,0
5029801,1
5029802,1
5029804,0
5029805,1
5029806,1
5029807,0
5029808,1
5032275,1
5032276,1
5032277,0
5032278,1
5032279,1
5032280,0
5032281,1
5032286,0
5032287,1
5032288,0
5032289,0
5032292,0
5032293,0
5032294,0
5032295,0
5033410,1
5033411,0
5033412,0
5033414,1
5033415,0
5033416,1
5033418,0
5033419,1
5033420,1
5033422,0
5033424,0
5033426,1
5033427,0
5033428,0
5033429,0
5033430,1
5033431,1
5033432,0
5033434,1
5033435,1
5033436,1
5033437,1
5033438,1
5033439,0
5033441,0
5033442,0
5033443,0
5033445,0
5033447,0
5033448,0
5033449,1
5033452,1
5033453,0
5033454,1
5033455,1
5033456,1
5033457,0
5033460,0
5033461,0
5033462,1
5033463,0
5033464,0
5033467,0
5033468,0
5033469,0
5033471,0
5033472,0
5033474,1
5033475,0
5033476,0
5033477,0
5033478,0
5033479,0
5033480,1
5033481,0
5033482,1
5033484,0
5033488,0
5033491,0
5033493,0
5033495,0
5033496,0
5033497,1
5033499,0
5033500,1
5033501,0
5033505,0
5033506,1
5033507,1
5033509,0
5033510,1
5033511,0
5033513,0
5033514,0
5033515,1
5033516,0
5033519,0
5033520,0
5033521,0
5033522,0
5033524,1
5033525,0
5033526,1
5033528,0
5033529,0
5033531,0
5033532,0
5033533,1
5033534,0
5033535,0
5033536,0
5033538,0
5033539,1
5033540,1
5033541,1
5033542,0
5033543,0
5033544,0
5033545,1
5033546,0
5033547,0
5033548,0
5033549,0
5033550,1
5033551,0
5033554,0
5033556,0
5033558,1
5033560,0
5033561,0
5033562,1
5033564,1
5033565,0
5033566,0
5033567,1
5033569,1
5033570,0
5033572,0
5033574,0
5033575,1
5033576,0
5033577,1
5033578,1
5033581,0
5033582,1
5033584,1
5033585,0
